1,Mandy_Smith@gmail.com,I enjoy pens from BonBon,Oregon,2-26-2012
2,Mandy_Smith@gmail.com,I hate hoodies from Dennys,Hawaii,2-4-2012
1,Jeremy_Parker@msn.com,I dislike games shoes from Zuke,Masachussets,3-6-2012
2,Jeremy_Parker@msn.com,I dont enjoy hoodies from Greeno,Michigan,3-16-2012
1,John_Parker@yahoo.com,I like shoes CDs hoodies from Zuke,Masachussets,2-2-2012
1,Sarena_Carey@hotmail.com,I love pens teddys CDs from Bonzo,Ney York,1-24-2012
2,Sarena_Carey@hotmail.com,I dont enjoy CDs speakers from Metsu,Nevada,1-19-2012
1,Gina_Toddbridge@msn.com,I enjoy CDs from Greeno,Ney York,2-23-2012
1,Roger_Carey@msn.com,I love speakers bats from Crombie,Colarado,4-6-2012
2,Roger_Carey@msn.com,I hate bats CDs teddys from Zippy,Wyoming,3-6-2012
1,Albert_Li@gmail.com,I love CDs from Greeno,Wyoming,4-4-2012
2,Albert_Li@gmail.com,I like speakers CDs shoes from Greeno,Colarado,3-16-2012
1,Tom_Carey@msn.com,I hate caps pens games from Absoo,Michigan,1-21-2012
1,Alex_Peterson@gmail.com,I love hoodies pens from Radix,Pennsylvania,2-1-2012
2,Alex_Peterson@gmail.com,I can't stand shoes from Crombie,Michigan,1-16-2012
1,Betty_Lomet@yahoo.com,I dont enjoy bats from Bonzo,Wyoming,4-13-2012
1,Sarena_DSouza@msn.com,I like speakers from BonBon,California,1-21-2012
2,Sarena_DSouza@msn.com,I like CDs from Metsu,Washington,2-4-2012
1,Nadir_Karipova@msn.com,I cherish shoes from Metsu,California,3-28-2012
2,Nadir_Karipova@msn.com,I dont enjoy pens games bats from Dennys,Hawaii,2-16-2012
1,Nadir_Wood@msn.com,I hate caps pens CDs from Greeno,Oregon,2-6-2012
1,Nadir_Li@gmail.com,I dont enjoy bats hoodies speakers from Absoo,Utah,2-13-2012
2,Nadir_Li@gmail.com,I love shoes from BonBon,Michigan,1-21-2012
1,Sam_Li@msn.com,I like speakers from Zico,Hawaii,3-8-2012
2,Sam_Li@msn.com,I dislike speakers teddys from Greeno,Pennsylvania,2-5-2012
1,David_Parker@msn.com,I dont enjoy shoes caps from Nano,Illinois,2-22-2012
2,David_Parker@msn.com,I like shoes pens hoodies from Zuke,Washington,2-6-2012
1,Celina_Larson@yahoo.com,I hate teddys hoodies from PLanetM,Wyoming,1-18-2012
1,Elena_Parker@yahoo.com,I like caps from Bonzo,Masachussets,1-4-2012
2,Elena_Parker@yahoo.com,I can't stand games bats from Troy,Hawaii,4-18-2012
1,Alex_Larson@gmail.com,I dont enjoy teddys shoes caps from Zico,Wyoming,2-24-2012
2,Alex_Larson@gmail.com,I dont enjoy caps from Zuke,Illinois,1-1-2012
1,Alex_Wood@yahoo.com,I enjoy hoodies from Bonzo,Texas,3-17-2012
1,Mike_Keit@hotmail.com,I cherish bats from Metsu,Pennsylvania,4-21-2012
2,Mike_Keit@hotmail.com,I can't stand caps from Absoo,Masachussets,1-28-2012
1,Charles_Chrysler@yahoo.com,I love caps from Zuke,Oregon,4-2-2012
1,Monica_Lomet@hotmail.com,I dislike bats pens caps from Zippy,Washington,3-26-2012
2,Monica_Lomet@hotmail.com,I like shoes teddys hoodies from Troy,Illinois,4-23-2012
1,Tom_Wood@msn.com,I dislike shoes speakers from Radix,Masachussets,2-8-2012
2,Tom_Wood@msn.com,I hate hoodies from Metsu,Texas,4-14-2012
1,Bruno_Lomet@gmail.com,I love speakers hoodies teddys from Greeno,Utah,1-11-2012
2,Bruno_Lomet@gmail.com,I love pens from Bonzo,Florida,1-11-2012
1,George_Parker@hotmail.com,I dont enjoy hoodies shoes games from Nano,Ney York,4-2-2012
1,Denny_Toddbridge@hotmail.com,I love shoes from Zuke,Hawaii,4-6-2012
1,Albert_Smith@msn.com,I dont enjoy pens caps from Metsu,Michigan,3-22-2012
2,Albert_Smith@msn.com,I can't stand bats from Absoo,Hawaii,2-18-2012
1,George_Lomet@msn.com,I enjoy pens from Zuke,Oregon,1-15-2012
2,George_Lomet@msn.com,I can't stand caps games from Dennys,Pennsylvania,2-21-2012
1,Bruno_Karipova@yahoo.com,I enjoy CDs shoes from BonBon,Utah,3-14-2012
2,Bruno_Karipova@yahoo.com,I dislike bats hoodies CDs from BonBon,Hawaii,4-5-2012
1,Charles_Parker@msn.com,I enjoy teddys from Radix,Oregon,4-22-2012
2,Charles_Parker@msn.com,I dont enjoy teddys hoodies shoes from PLanetM,Pennsylvania,3-13-2012
1,Gina_Smith@msn.com,I dont enjoy caps from Nano,Utah,1-6-2012
2,Gina_Smith@msn.com,I hate games bats from Metsu,Washington,1-6-2012
1,Bruno_Smith@msn.com,I enjoy games bats speakers from Zuke,California,3-21-2012
1,Emma_Smith@hotmail.com,I like pens hoodies from Absoo,Utah,1-3-2012
2,Emma_Smith@hotmail.com,I enjoy speakers hoodies pens from Zuke,Hawaii,2-12-2012
1,Monica_DSouza@msn.com,I hate games shoes hoodies from Metsu,Utah,3-6-2012
1,Bruno_Li@msn.com,I like hoodies caps pens from Nano,Texas,3-19-2012
2,Bruno_Li@msn.com,I like hoodies caps from Dennys,Washington,4-10-2012
1,George_Goldstein@gmail.com,I like CDs teddys games from Absoo,Colarado,1-15-2012
2,George_Goldstein@gmail.com,I like games from Metsu,Ney York,2-14-2012
1,Gina_Helibron@gmail.com,I love CDs from Greeno,Hawaii,4-14-2012
1,Charles_DSouza@gmail.com,I enjoy teddys caps CDs from Troy,Utah,1-4-2012
1,Christy_Lomet@yahoo.com,I hate hoodies from Radix,California,4-10-2012
2,Christy_Lomet@yahoo.com,I love CDs teddys from Dennys,Nevada,1-9-2012
1,Erie_DSouza@hotmail.com,I cherish pens from Dennys,Washington,4-3-2012
2,Erie_DSouza@hotmail.com,I dislike bats hoodies from Greeno,Ney York,3-2-2012
1,Gina_Parker@hotmail.com,I like games CDs from Absoo,Florida,2-27-2012
2,Gina_Parker@hotmail.com,I dislike speakers caps hoodies from Zuke,Illinois,2-13-2012
1,Elena_DSouza@gmail.com,I dont enjoy shoes bats speakers from Bonzo,Pennsylvania,1-22-2012
2,Elena_DSouza@gmail.com,I like bats speakers hoodies from Metsu,Masachussets,1-21-2012
1,Bruno_Parker@hotmail.com,I dislike shoes teddys from Zuke,Oregon,3-21-2012
2,Bruno_Parker@hotmail.com,I love pens shoes games from Zuke,Texas,1-1-2012
1,Sarena_Li@gmail.com,I dont enjoy speakers from Troy,Ney York,1-28-2012
2,Sarena_Li@gmail.com,I hate caps pens speakers from Bonzo,California,3-6-2012
1,Mary_Smith@gmail.com,I like teddys pens CDs from Absoo,Wyoming,3-10-2012
1,Gabriela_Li@hotmail.com,I dislike hoodies teddys from Zico,Hawaii,2-11-2012
2,Gabriela_Li@hotmail.com,I love shoes CDs from Zico,Ney York,3-18-2012
1,Kitty_Helibron@hotmail.com,I love games teddys from BonBon,Nevada,4-19-2012
1,Christy_Helibron@hotmail.com,I hate CDs from BonBon,Oregon,2-5-2012
1,Emma_Goldstein@yahoo.com,I love speakers teddys pens from PLanetM,Ney York,3-14-2012
2,Emma_Goldstein@yahoo.com,I like shoes speakers games from PLanetM,Michigan,2-18-2012
1,Nadir_Helibron@gmail.com,I love CDs from Troy,Texas,2-5-2012
2,Nadir_Helibron@gmail.com,I hate bats speakers from Nano,Illinois,4-25-2012
1,Charles_Peterson@msn.com,I dont enjoy shoes pens teddys from Zuke,Washington,2-18-2012
2,Charles_Peterson@msn.com,I like games CDs from Greeno,Oregon,4-27-2012
1,Charles_Karipova@msn.com,I hate games teddys shoes from Troy,Ney York,2-3-2012
1,Roger_DSouza@yahoo.com,I love caps from Radix,Wyoming,4-12-2012
2,Roger_DSouza@yahoo.com,I hate games bats caps from Zico,Oregon,2-2-2012
1,Albert_Larson@hotmail.com,I dislike bats shoes from Bonzo,Wyoming,4-3-2012
2,Albert_Larson@hotmail.com,I cherish shoes from Crombie,Texas,4-21-2012
1,Celina_Toddbridge@gmail.com,I enjoy games teddys from Nano,Washington,1-24-2012
1,Sam_Goldstein@yahoo.com,I hate shoes from Radix,Pennsylvania,4-18-2012
1,Gina_Carey@gmail.com,I cherish teddys pens bats from Metsu,Masachussets,4-1-2012
1,Denny_Larson@yahoo.com,I dislike caps from Greeno,Ney York,3-8-2012
1,Emma_Parker@hotmail.com,I hate shoes from Troy,Nevada,3-9-2012
2,Emma_Parker@hotmail.com,I love shoes from Greeno,Texas,2-26-2012
1,Jeremy_Goldstein@hotmail.com,I dont enjoy teddys shoes from Troy,Nevada,2-17-2012
2,Jeremy_Goldstein@hotmail.com,I cherish hoodies from Zico,Michigan,2-11-2012
1,Albert_Helibron@yahoo.com,I dont enjoy teddys CDs speakers from Zippy,Florida,3-15-2012
1,Emma_DSouza@msn.com,I dont enjoy bats games from Zippy,Oregon,2-25-2012
2,Emma_DSouza@msn.com,I hate speakers from Bonzo,Ney York,3-20-2012
1,John_Wood@yahoo.com,I dont enjoy hoodies speakers teddys from Dennys,Illinois,2-17-2012
1,Jeremy_Carey@msn.com,I like speakers from Nano,Washington,4-7-2012
2,Jeremy_Carey@msn.com,I dont enjoy shoes teddys speakers from Crombie,Wyoming,2-1-2012
1,Peter_Keit@msn.com,I like hoodies caps from Zuke,Wyoming,3-16-2012
2,Peter_Keit@msn.com,I enjoy bats from Metsu,Washington,2-23-2012
1,Celina_Parker@gmail.com,I dont enjoy speakers bats from Dennys,Pennsylvania,4-16-2012
2,Celina_Parker@gmail.com,I like bats from Metsu,Washington,3-15-2012
1,John_Chrysler@hotmail.com,I dislike caps from Nano,Michigan,3-22-2012
1,Nadir_Goldstein@yahoo.com,I dont enjoy hoodies from Zico,Wyoming,2-13-2012
1,Betty_Wood@yahoo.com,I hate hoodies caps from Nano,Utah,1-27-2012
2,Betty_Wood@yahoo.com,I like teddys CDs from Dennys,Hawaii,2-23-2012
1,Gina_Larson@msn.com,I like shoes hoodies from Zico,California,2-20-2012
1,Sam_DSouza@msn.com,I cherish CDs hoodies pens from Zuke,Pennsylvania,1-22-2012
1,Elena_Chrysler@msn.com,I cherish caps speakers CDs from Metsu,Colarado,1-10-2012
2,Elena_Chrysler@msn.com,I can't stand games pens from Absoo,Utah,4-11-2012
1,Roger_Larson@yahoo.com,I hate shoes from PLanetM,Florida,4-19-2012
2,Roger_Larson@yahoo.com,I like CDs teddys from Crombie,Utah,3-19-2012
1,Denny_Goldstein@msn.com,I enjoy bats speakers from Radix,Pennsylvania,3-14-2012
2,Denny_Goldstein@msn.com,I hate shoes games teddys from Metsu,Pennsylvania,4-9-2012
1,Sam_Helibron@yahoo.com,I like speakers from Absoo,Oregon,3-16-2012
2,Sam_Helibron@yahoo.com,I enjoy hoodies bats pens from BonBon,Texas,1-5-2012
1,Mandy_Wood@msn.com,I love pens shoes from BonBon,Pennsylvania,4-23-2012
2,Mandy_Wood@msn.com,I dislike pens CDs from Metsu,Nevada,2-9-2012
1,Denny_Keit@yahoo.com,I enjoy games from Zuke,California,4-9-2012
2,Denny_Keit@yahoo.com,I love CDs shoes games from Absoo,Wyoming,4-10-2012
1,Sam_Larson@yahoo.com,I enjoy shoes bats caps from Bonzo,Wyoming,3-26-2012
1,Erie_Karipova@msn.com,I love teddys from Zippy,Oregon,2-10-2012
1,Alex_Carey@gmail.com,I dislike CDs speakers games from Nano,Washington,4-16-2012
2,Alex_Carey@gmail.com,I enjoy games pens bats from Metsu,California,2-7-2012
1,Michael_Phelps@uss.net,thankful to my fans,Nevada,2-26-2012
2,Michael_Phelps@uss.net,I am coming to Illinois to meet fans!,Hawaii,3-24-2012
1,John_Travolta@jtv.com,I am coming to Colarado to meet fans!,California,2-25-2012
2,John_Travolta@jtv.com,I am coming to Pennsylvania to meet fans!,Wyoming,1-4-2012
3,John_Travolta@jtv.com,I am coming to Michigan to meet fans!,Florida,2-5-2012
4,John_Travolta@jtv.com,love my fans,California,1-17-2012
5,John_Travolta@jtv.com,loved being with fans,Ney York,2-10-2012
6,John_Travolta@jtv.com,enjoyed being with fans!,Utah,4-2-2012
7,John_Travolta@jtv.com,love my fans,Pennsylvania,4-11-2012
8,John_Travolta@jtv.com,I am reaching Nevada to meet fans!,Hawaii,4-17-2012
9,John_Travolta@jtv.com,enjoyed being with fans!,Masachussets,4-21-2012
10,John_Travolta@jtv.com,taking a break!,Colarado,4-6-2012
11,John_Travolta@jtv.com,taking a break!,Pennsylvania,2-20-2012
12,John_Travolta@jtv.com,loved being with fans,Ney York,2-13-2012
13,John_Travolta@jtv.com,I am reaching Pennsylvania to meet fans!,Florida,2-22-2012
14,John_Travolta@jtv.com,loved being with fans,Texas,2-3-2012
15,John_Travolta@jtv.com,thankful to my fans,Ney York,3-8-2012
16,John_Travolta@jtv.com,I am coming to Washington to meet fans!,California,1-5-2012
17,John_Travolta@jtv.com,loved being with fans,Nevada,2-14-2012
18,John_Travolta@jtv.com,I am reaching Pennsylvania to meet fans!,Nevada,3-16-2012
19,John_Travolta@jtv.com,I am reaching California to meet fans!,Texas,2-12-2012
20,John_Travolta@jtv.com,I am coming to Utah to meet fans!,Pennsylvania,3-10-2012
21,John_Travolta@jtv.com,I am reaching Oregon to meet fans!,Oregon,3-16-2012
22,John_Travolta@jtv.com,fans are so special!,Texas,1-25-2012
1,Morgan_Freeman@morgan.com,taking a break!,California,2-6-2012
2,Morgan_Freeman@morgan.com,taking a break!,Masachussets,4-15-2012
3,Morgan_Freeman@morgan.com,I am coming to Utah to meet fans!,Colarado,2-10-2012
4,Morgan_Freeman@morgan.com,I am coming to Utah to meet fans!,Masachussets,4-10-2012
5,Morgan_Freeman@morgan.com,taking a break!,Wyoming,3-5-2012
6,Morgan_Freeman@morgan.com,I am coming to Illinois to meet fans!,Ney York,2-9-2012
7,Morgan_Freeman@morgan.com,I am reaching Utah to meet fans!,Florida,4-25-2012
8,Morgan_Freeman@morgan.com,I am reaching Masachussets to meet fans!,Illinois,3-15-2012
9,Morgan_Freeman@morgan.com,I am coming to Michigan to meet fans!,Hawaii,3-8-2012
10,Morgan_Freeman@morgan.com,love my fans,Utah,4-5-2012
11,Morgan_Freeman@morgan.com,I am reaching Nevada to meet fans!,Pennsylvania,2-25-2012
12,Morgan_Freeman@morgan.com,thankful to my fans,Texas,1-28-2012
13,Morgan_Freeman@morgan.com,thankful to my fans,Hawaii,1-18-2012
14,Morgan_Freeman@morgan.com,enjoyed being with fans!,Colarado,3-12-2012
15,Morgan_Freeman@morgan.com,loved being with fans,Hawaii,1-25-2012
16,Morgan_Freeman@morgan.com,taking a break!,Washington,1-12-2012
17,Morgan_Freeman@morgan.com,I am reaching Hawaii to meet fans!,Michigan,4-11-2012
18,Morgan_Freeman@morgan.com,taking a break!,Oregon,1-18-2012
19,Morgan_Freeman@morgan.com,taking a break!,Michigan,1-13-2012
20,Morgan_Freeman@morgan.com,I am coming to Hawaii to meet fans!,Colarado,4-3-2012
21,Morgan_Freeman@morgan.com,I am coming to Washington to meet fans!,Florida,1-17-2012
22,Morgan_Freeman@morgan.com,fans are so special!,Nevada,4-20-2012
23,Morgan_Freeman@morgan.com,taking a break!,Texas,1-12-2012
1,Nicholas_Cage@ncg.com,fans are so special!,Masachussets,3-24-2012
2,Nicholas_Cage@ncg.com,thankful to my fans,Michigan,1-24-2012
3,Nicholas_Cage@ncg.com,taking a break!,Texas,3-19-2012
4,Nicholas_Cage@ncg.com,I am reaching Hawaii to meet fans!,Masachussets,4-27-2012
5,Nicholas_Cage@ncg.com,taking a break!,Texas,4-9-2012
6,Nicholas_Cage@ncg.com,loved being with fans,Florida,2-23-2012
7,Nicholas_Cage@ncg.com,I am coming to Colarado to meet fans!,Colarado,2-23-2012
8,Nicholas_Cage@ncg.com,I am coming to Pennsylvania to meet fans!,California,1-8-2012
9,Nicholas_Cage@ncg.com,love my fans,Wyoming,4-14-2012
10,Nicholas_Cage@ncg.com,I am coming to Florida to meet fans!,Pennsylvania,2-7-2012
11,Nicholas_Cage@ncg.com,I am reaching Utah to meet fans!,Wyoming,3-9-2012
12,Nicholas_Cage@ncg.com,I am coming to Hawaii to meet fans!,Oregon,4-23-2012
13,Nicholas_Cage@ncg.com,I am coming to Hawaii to meet fans!,California,1-21-2012
14,Nicholas_Cage@ncg.com,loved being with fans,Michigan,1-23-2012
15,Nicholas_Cage@ncg.com,I am reaching California to meet fans!,Michigan,4-27-2012
16,Nicholas_Cage@ncg.com,I am coming to Oregon to meet fans!,Florida,4-16-2012
17,Nicholas_Cage@ncg.com,I am reaching Pennsylvania to meet fans!,Illinois,2-14-2012
18,Nicholas_Cage@ncg.com,I am reaching Illinois to meet fans!,Nevada,4-19-2012
19,Nicholas_Cage@ncg.com,I am reaching Michigan to meet fans!,Nevada,4-24-2012
20,Nicholas_Cage@ncg.com,I am coming to Utah to meet fans!,Pennsylvania,3-20-2012
21,Nicholas_Cage@ncg.com,loved being with fans,Illinois,4-18-2012
22,Nicholas_Cage@ncg.com,enjoyed being with fans!,Pennsylvania,4-5-2012
23,Nicholas_Cage@ncg.com,I am reaching Florida to meet fans!,Texas,2-8-2012
24,Nicholas_Cage@ncg.com,I am coming to Hawaii to meet fans!,California,1-13-2012
25,Nicholas_Cage@ncg.com,enjoyed being with fans!,Ney York,3-6-2012
26,Nicholas_Cage@ncg.com,I am reaching Oregon to meet fans!,Ney York,3-27-2012
27,Nicholas_Cage@ncg.com,love my fans,Nevada,2-8-2012
28,Nicholas_Cage@ncg.com,I am coming to Nevada to meet fans!,Ney York,2-19-2012
29,Nicholas_Cage@ncg.com,I am reaching Texas to meet fans!,Wyoming,4-18-2012
30,Nicholas_Cage@ncg.com,thankful to my fans,Utah,2-24-2012
31,Nicholas_Cage@ncg.com,I am coming to Colarado to meet fans!,Hawaii,3-22-2012
32,Nicholas_Cage@ncg.com,I am coming to Nevada to meet fans!,California,4-24-2012
33,Nicholas_Cage@ncg.com,enjoyed being with fans!,Nevada,3-17-2012
34,Nicholas_Cage@ncg.com,I am reaching Ney York to meet fans!,Washington,3-18-2012
35,Nicholas_Cage@ncg.com,I am coming to Illinois to meet fans!,Wyoming,3-26-2012
36,Nicholas_Cage@ncg.com,I am reaching Texas to meet fans!,Ney York,1-19-2012
37,Nicholas_Cage@ncg.com,I am coming to Ney York to meet fans!,Nevada,1-26-2012
38,Nicholas_Cage@ncg.com,taking a break!,Michigan,1-11-2012
39,Nicholas_Cage@ncg.com,thankful to my fans,Michigan,3-20-2012
40,Nicholas_Cage@ncg.com,enjoyed being with fans!,Masachussets,3-1-2012
41,Nicholas_Cage@ncg.com,taking a break!,Florida,2-4-2012
42,Nicholas_Cage@ncg.com,I am coming to Ney York to meet fans!,Pennsylvania,2-10-2012
43,Nicholas_Cage@ncg.com,I am coming to Masachussets to meet fans!,Oregon,3-3-2012
1,Venus_Williams@usta.net,fans are so special!,Washington,3-12-2012
2,Venus_Williams@usta.net,I am reaching Illinois to meet fans!,Wyoming,4-23-2012
3,Venus_Williams@usta.net,I am coming to Oregon to meet fans!,Wyoming,2-5-2012
4,Venus_Williams@usta.net,enjoyed being with fans!,Wyoming,3-28-2012
5,Venus_Williams@usta.net,I am coming to Masachussets to meet fans!,Washington,3-8-2012
6,Venus_Williams@usta.net,I am coming to Nevada to meet fans!,Michigan,1-11-2012
7,Venus_Williams@usta.net,I am coming to Hawaii to meet fans!,Hawaii,4-10-2012
8,Venus_Williams@usta.net,I am coming to Florida to meet fans!,California,1-5-2012
9,Venus_Williams@usta.net,fans are so special!,Wyoming,4-18-2012
10,Venus_Williams@usta.net,taking a break!,Michigan,1-19-2012
11,Venus_Williams@usta.net,enjoyed being with fans!,Michigan,2-1-2012
12,Venus_Williams@usta.net,loved being with fans,Ney York,4-3-2012
13,Venus_Williams@usta.net,taking a break!,Ney York,2-26-2012
14,Venus_Williams@usta.net,I am reaching Utah to meet fans!,Illinois,4-11-2012
15,Venus_Williams@usta.net,loved being with fans,Washington,2-11-2012
16,Venus_Williams@usta.net,enjoyed being with fans!,Wyoming,4-3-2012
17,Venus_Williams@usta.net,I am coming to Colarado to meet fans!,Ney York,4-8-2012
18,Venus_Williams@usta.net,enjoyed being with fans!,California,4-15-2012
19,Venus_Williams@usta.net,I am coming to Masachussets to meet fans!,Oregon,4-18-2012
20,Venus_Williams@usta.net,I am reaching California to meet fans!,Utah,3-13-2012
21,Venus_Williams@usta.net,love my fans,Florida,1-14-2012
22,Venus_Williams@usta.net,I am reaching Illinois to meet fans!,Oregon,3-26-2012
1,Sandra_Bullock@blk.com,I am reaching Pennsylvania to meet fans!,Oregon,4-14-2012
2,Sandra_Bullock@blk.com,enjoyed being with fans!,Illinois,4-9-2012
3,Sandra_Bullock@blk.com,taking a break!,Colarado,4-7-2012
4,Sandra_Bullock@blk.com,I am coming to Pennsylvania to meet fans!,Florida,4-25-2012
5,Sandra_Bullock@blk.com,enjoyed being with fans!,Ney York,4-25-2012
6,Sandra_Bullock@blk.com,I am reaching Michigan to meet fans!,Colarado,3-6-2012
7,Sandra_Bullock@blk.com,enjoyed being with fans!,Ney York,2-6-2012
8,Sandra_Bullock@blk.com,love my fans,Utah,4-15-2012
9,Sandra_Bullock@blk.com,I am reaching Nevada to meet fans!,Michigan,3-15-2012
10,Sandra_Bullock@blk.com,I am reaching Nevada to meet fans!,Utah,2-17-2012
11,Sandra_Bullock@blk.com,taking a break!,Hawaii,3-3-2012
12,Sandra_Bullock@blk.com,I am reaching Ney York to meet fans!,Michigan,2-28-2012
13,Sandra_Bullock@blk.com,I am reaching Illinois to meet fans!,Michigan,4-9-2012
14,Sandra_Bullock@blk.com,loved being with fans,Illinois,3-24-2012
15,Sandra_Bullock@blk.com,enjoyed being with fans!,Oregon,3-1-2012
16,Sandra_Bullock@blk.com,I am coming to California to meet fans!,Hawaii,1-2-2012
17,Sandra_Bullock@blk.com,I am coming to California to meet fans!,Michigan,3-4-2012
18,Sandra_Bullock@blk.com,loved being with fans,Florida,1-25-2012
19,Sandra_Bullock@blk.com,love my fans,Ney York,1-27-2012
20,Sandra_Bullock@blk.com,I am coming to Oregon to meet fans!,Wyoming,2-22-2012
21,Sandra_Bullock@blk.com,I am reaching Ney York to meet fans!,Washington,3-27-2012
22,Sandra_Bullock@blk.com,love my fans,Pennsylvania,1-13-2012
23,Sandra_Bullock@blk.com,I am reaching Texas to meet fans!,Masachussets,3-21-2012
24,Sandra_Bullock@blk.com,loved being with fans,Florida,2-21-2012
25,Sandra_Bullock@blk.com,love my fans,Michigan,3-25-2012
26,Sandra_Bullock@blk.com,loved being with fans,Washington,1-27-2012
27,Sandra_Bullock@blk.com,I am reaching Michigan to meet fans!,Hawaii,3-13-2012
28,Sandra_Bullock@blk.com,I am reaching Nevada to meet fans!,Washington,4-17-2012
29,Sandra_Bullock@blk.com,fans are so special!,Hawaii,4-27-2012
30,Sandra_Bullock@blk.com,I am coming to Wyoming to meet fans!,Michigan,2-12-2012
31,Sandra_Bullock@blk.com,enjoyed being with fans!,Utah,2-4-2012
32,Sandra_Bullock@blk.com,I am reaching Hawaii to meet fans!,Wyoming,1-13-2012
33,Sandra_Bullock@blk.com,taking a break!,Masachussets,1-23-2012
1,Brad_Pitt@pitt.com,I am coming to Illinois to meet fans!,Michigan,3-20-2012
2,Brad_Pitt@pitt.com,I am reaching Ney York to meet fans!,Pennsylvania,4-21-2012
3,Brad_Pitt@pitt.com,I am reaching Hawaii to meet fans!,Florida,3-9-2012
4,Brad_Pitt@pitt.com,enjoyed being with fans!,Hawaii,3-15-2012
5,Brad_Pitt@pitt.com,I am reaching California to meet fans!,Colarado,1-2-2012
6,Brad_Pitt@pitt.com,I am coming to Nevada to meet fans!,Pennsylvania,4-20-2012
7,Brad_Pitt@pitt.com,fans are so special!,Michigan,3-23-2012
8,Brad_Pitt@pitt.com,I am coming to Nevada to meet fans!,California,3-18-2012
9,Brad_Pitt@pitt.com,love my fans,Texas,3-21-2012
10,Brad_Pitt@pitt.com,taking a break!,Pennsylvania,1-28-2012
11,Brad_Pitt@pitt.com,thankful to my fans,Hawaii,1-3-2012
12,Brad_Pitt@pitt.com,I am reaching Illinois to meet fans!,Nevada,3-28-2012
13,Brad_Pitt@pitt.com,love my fans,Hawaii,2-2-2012
14,Brad_Pitt@pitt.com,I am reaching Washington to meet fans!,Michigan,1-26-2012
15,Brad_Pitt@pitt.com,I am coming to Florida to meet fans!,Masachussets,3-13-2012
16,Brad_Pitt@pitt.com,I am coming to Wyoming to meet fans!,Oregon,4-8-2012
17,Brad_Pitt@pitt.com,I am reaching Oregon to meet fans!,Oregon,2-8-2012
18,Brad_Pitt@pitt.com,I am reaching Utah to meet fans!,Illinois,2-22-2012
19,Brad_Pitt@pitt.com,loved being with fans,Illinois,4-2-2012
20,Brad_Pitt@pitt.com,I am reaching Michigan to meet fans!,California,1-9-2012
21,Brad_Pitt@pitt.com,I am reaching Washington to meet fans!,Pennsylvania,1-4-2012
22,Brad_Pitt@pitt.com,fans are so special!,Colarado,4-13-2012
23,Brad_Pitt@pitt.com,I am coming to Hawaii to meet fans!,Illinois,4-15-2012
24,Brad_Pitt@pitt.com,thankful to my fans,Utah,1-10-2012
25,Brad_Pitt@pitt.com,I am coming to Utah to meet fans!,Pennsylvania,2-20-2012
26,Brad_Pitt@pitt.com,loved being with fans,Illinois,4-4-2012
