George_Goldstein@gmail.com,1,9,6,1
George_Goldstein@gmail.com,1,7,7,1
George_Goldstein@gmail.com,2,7,7,3
Gina_Helibron@gmail.com,1,8,3,3
Charles_DSouza@gmail.com,1,9,5,1
Charles_DSouza@gmail.com,1,5,6,1
Charles_DSouza@gmail.com,1,8,4,1
Christy_Lomet@yahoo.com,1,4,3,-3
Christy_Lomet@yahoo.com,2,8,7,2
Christy_Lomet@yahoo.com,2,9,6,2
Erie_DSouza@hotmail.com,1,6,5,3
Erie_DSouza@hotmail.com,2,3,5,-3
Erie_DSouza@hotmail.com,2,4,5,-3
Gina_Parker@hotmail.com,1,7,7,2
Gina_Parker@hotmail.com,1,8,7,2
Gina_Parker@hotmail.com,2,2,7,-1
Gina_Parker@hotmail.com,2,5,7,-1
Gina_Parker@hotmail.com,2,4,4,-1
Elena_DSouza@gmail.com,1,1,4,-2
Elena_DSouza@gmail.com,1,3,7,-2
Elena_DSouza@gmail.com,1,2,4,-2
Elena_DSouza@gmail.com,2,3,3,3
Elena_DSouza@gmail.com,2,2,4,3
Elena_DSouza@gmail.com,2,4,7,3
Bruno_Parker@hotmail.com,1,1,7,-2
Bruno_Parker@hotmail.com,1,9,5,-2
Bruno_Parker@hotmail.com,2,6,3,2
Bruno_Parker@hotmail.com,2,1,7,2
Bruno_Parker@hotmail.com,2,7,3,2
Sarena_Li@gmail.com,1,2,5,-3
Sarena_Li@gmail.com,2,5,5,-2
Sarena_Li@gmail.com,2,6,6,-2
Sarena_Li@gmail.com,2,2,3,-2
Mary_Smith@gmail.com,1,9,6,2
Mary_Smith@gmail.com,1,6,4,2
Mary_Smith@gmail.com,1,8,5,2
Gabriela_Li@hotmail.com,1,4,3,-1
Gabriela_Li@hotmail.com,1,9,5,-1
Gabriela_Li@hotmail.com,2,1,6,1
Gabriela_Li@hotmail.com,2,8,5,1
Kitty_Helibron@hotmail.com,1,7,3,1
Kitty_Helibron@hotmail.com,1,9,6,1
Christy_Helibron@hotmail.com,1,8,4,-1
Emma_Goldstein@yahoo.com,1,2,4,1
Emma_Goldstein@yahoo.com,1,9,5,1
Emma_Goldstein@yahoo.com,1,6,5,1
Emma_Goldstein@yahoo.com,2,1,3,2
Emma_Goldstein@yahoo.com,2,2,4,2
Emma_Goldstein@yahoo.com,2,7,7,2
Nadir_Helibron@gmail.com,1,8,4,1
Nadir_Helibron@gmail.com,2,3,4,-2
Nadir_Helibron@gmail.com,2,2,7,-2
Charles_Peterson@msn.com,1,1,5,-2
Charles_Peterson@msn.com,1,6,4,-2
Charles_Peterson@msn.com,1,9,7,-2
Charles_Peterson@msn.com,2,7,7,2
Charles_Peterson@msn.com,2,8,6,2
Charles_Karipova@msn.com,1,7,7,-2
Charles_Karipova@msn.com,1,9,5,-2
Charles_Karipova@msn.com,1,1,4,-2
Roger_DSouza@yahoo.com,1,5,6,3
Roger_DSouza@yahoo.com,2,7,6,-1
Roger_DSouza@yahoo.com,2,3,3,-1
Roger_DSouza@yahoo.com,2,5,4,-1
Albert_Larson@hotmail.com,1,3,3,-3
Albert_Larson@hotmail.com,1,1,5,-3
Albert_Larson@hotmail.com,2,1,6,3
Celina_Toddbridge@gmail.com,1,7,4,3
Celina_Toddbridge@gmail.com,1,9,5,3
Sam_Goldstein@yahoo.com,1,1,7,-3
Gina_Carey@gmail.com,1,9,7,1
Gina_Carey@gmail.com,1,6,5,1
Gina_Carey@gmail.com,1,3,5,1
Denny_Larson@yahoo.com,1,5,4,-3
Emma_Parker@hotmail.com,1,1,6,-3
Emma_Parker@hotmail.com,2,1,7,1
Jeremy_Goldstein@hotmail.com,1,9,6,-1
Jeremy_Goldstein@hotmail.com,1,1,4,-1
Jeremy_Goldstein@hotmail.com,2,4,4,2
Albert_Helibron@yahoo.com,1,9,3,-3
Albert_Helibron@yahoo.com,1,8,5,-3
Albert_Helibron@yahoo.com,1,2,5,-3
Emma_DSouza@msn.com,1,3,6,-1
Emma_DSouza@msn.com,1,7,5,-1
Emma_DSouza@msn.com,2,2,6,-1
John_Wood@yahoo.com,1,4,7,-3
John_Wood@yahoo.com,1,2,5,-3
John_Wood@yahoo.com,1,9,7,-3
Jeremy_Carey@msn.com,1,2,6,1
Jeremy_Carey@msn.com,2,1,7,-3
Jeremy_Carey@msn.com,2,9,6,-3
Jeremy_Carey@msn.com,2,2,6,-3
Peter_Keit@msn.com,1,4,6,3
Peter_Keit@msn.com,1,5,5,3
Peter_Keit@msn.com,2,3,3,3
Celina_Parker@gmail.com,1,2,7,-2
Celina_Parker@gmail.com,1,3,3,-2
Celina_Parker@gmail.com,2,3,3,1
John_Chrysler@hotmail.com,1,5,6,-2
Nadir_Goldstein@yahoo.com,1,4,3,-2
Betty_Wood@yahoo.com,1,4,5,-3
Betty_Wood@yahoo.com,1,5,3,-3
Betty_Wood@yahoo.com,2,9,7,2
Betty_Wood@yahoo.com,2,8,4,2
Gina_Larson@msn.com,1,1,6,2
Gina_Larson@msn.com,1,4,5,2
Sam_DSouza@msn.com,1,8,5,2
Sam_DSouza@msn.com,1,4,4,2
Sam_DSouza@msn.com,1,6,5,2
Elena_Chrysler@msn.com,1,5,3,3
Elena_Chrysler@msn.com,1,2,5,3
Elena_Chrysler@msn.com,1,8,4,3
Elena_Chrysler@msn.com,2,7,4,-1
Elena_Chrysler@msn.com,2,6,6,-1
Roger_Larson@yahoo.com,1,1,4,-2
Roger_Larson@yahoo.com,2,8,5,1
Roger_Larson@yahoo.com,2,9,5,1
Denny_Goldstein@msn.com,1,3,6,3
Denny_Goldstein@msn.com,1,2,6,3
Denny_Goldstein@msn.com,2,1,3,-3
Denny_Goldstein@msn.com,2,7,3,-3
Denny_Goldstein@msn.com,2,9,5,-3
Sam_Helibron@yahoo.com,1,2,3,1
Sam_Helibron@yahoo.com,2,4,6,1
Sam_Helibron@yahoo.com,2,3,4,1
Sam_Helibron@yahoo.com,2,6,6,1
Mandy_Wood@msn.com,1,6,4,2
Mandy_Wood@msn.com,1,1,7,2
Mandy_Wood@msn.com,2,6,6,-3
Mandy_Wood@msn.com,2,8,6,-3
Denny_Keit@yahoo.com,1,7,7,2
Denny_Keit@yahoo.com,2,8,4,3
Denny_Keit@yahoo.com,2,1,6,3
Denny_Keit@yahoo.com,2,7,7,3
Sam_Larson@yahoo.com,1,1,5,3
Sam_Larson@yahoo.com,1,3,6,3
Sam_Larson@yahoo.com,1,5,7,3
Erie_Karipova@msn.com,1,9,7,1
Alex_Carey@gmail.com,1,8,6,-2
Alex_Carey@gmail.com,1,2,3,-2
Alex_Carey@gmail.com,1,7,3,-2
Alex_Carey@gmail.com,2,7,5,2
Alex_Carey@gmail.com,2,6,4,2
Alex_Carey@gmail.com,2,3,6,2
