John_Wood@yahoo.com,20
John_Wood@yahoo.com,19
Jeremy_Carey@msn.com,27
Jeremy_Carey@msn.com,19
Peter_Keit@msn.com,26
Peter_Keit@msn.com,12
Peter_Keit@msn.com,4
Peter_Keit@msn.com,15
Celina_Parker@gmail.com,9
Celina_Parker@gmail.com,19
Celina_Parker@gmail.com,27
John_Chrysler@hotmail.com,26
John_Chrysler@hotmail.com,20
Betty_Wood@yahoo.com,6
Betty_Wood@yahoo.com,11
Betty_Wood@yahoo.com,20
Betty_Wood@yahoo.com,9
Gina_Larson@msn.com,6
Gina_Larson@msn.com,1
Gina_Larson@msn.com,4
Sam_DSouza@msn.com,12
Sam_DSouza@msn.com,21
Sam_DSouza@msn.com,24
Roger_Larson@yahoo.com,20
Roger_Larson@yahoo.com,5
Roger_Larson@yahoo.com,23
Denny_Goldstein@msn.com,7
Denny_Goldstein@msn.com,19
Mandy_Wood@msn.com,22
Mandy_Wood@msn.com,4
Mandy_Wood@msn.com,12
Mandy_Wood@msn.com,2
Denny_Keit@yahoo.com,10
Denny_Keit@yahoo.com,5
Denny_Keit@yahoo.com,4
Sam_Larson@yahoo.com,20
Sam_Larson@yahoo.com,25
Erie_Karipova@msn.com,11
Alex_Carey@gmail.com,18
Alex_Carey@gmail.com,4
Alex_Carey@gmail.com,24
Alex_Carey@gmail.com,20
